1719,0,5,1265,10000
1719,1,3,1681,7500
1719,0,3,1681,7500
715,2,4,1831,17500
94,3,3,340,10000
1719,1,2,1831,9000
1438,0,3,482,12500
1719,0,3,1681,9000
1719,0,3,111,7000
1719,2,1,1831,12500
1719,0,3,1681,9000
133,1,2,53,5250
1719,0,2,1265,5000
