number,residual
103,-0.5191610327575384
104,-3.2785758271578533
105,0.721184061794153
106,-1.0191610327575384
107,0.23223805829519506
108,2.973246002127196
109,2.4093633788483686
110,1.5747397818553779
111,0.3966561175938006
112,-1.1262879450225363
113,-3.318352211305071
114,-0.806032395342843
115,2.344466714940257
116,-0.6032603050656329
117,-6.090934922576106
118,-0.9986963840828764
119,-7.501952210316096
120,0.727566230585281
121,-3.414078239361805
122,1.8943587492191298
123,1.5402695573389407
124,8.950418911467686
125,-0.45701603394369705
126,-1.6182615104361453
127,0.7718407316928904
128,2.1081409455521865
129,-1.7595218826358803
130,-0.13260841060520168
131,4.851230056176014
132,0.3334496945727565
133,1.0751255188830875
134,-9.739651613623161
135,3.889434041916008
136,-1.0115046974050195
137,-15.864141737291265
138,-6.676487199191898
139,-0.47097662753219627
140,1.1545233064235525
141,-0.1005919230984933
142,-8.572819880093148
143,-24.91593891328837
144,-1.054529892831702
145,2.0766280038603604
146,-3.8950986413944975
147,0.6985925101010118
148,-0.590934922576106
149,3.8442241987510215
150,1.2641793005869424
151,0.909272783251561
152,0.5904180161364074
153,-2.4829359692112103
154,3.8354308423567396
155,4.962305792300331
156,4.833388340062662
157,2.7910852064899867
158,3.2736652968597317
159,1.9051619692616484
160,4.406665065063281
161,1.3686652968597315
162,0.12559087748885922
163,2.693294519032383
164,1.2765954677650875
165,-7.071768492457929
166,4.837642523728061
167,5.961317346685398
168,3.2769576690965714
169,5.290148414303886
170,-0.13260841060520168
171,-0.07218793597972706
172,-0.2820010848487122
173,-0.2820010848487122
174,-5.081944146169704
175,1.9451410417279078
176,4.391806242546451
177,11.957184381621165
178,2.379108472088185
179,1.0527180771814884
180,7.567456322625759
181,4.336909300125711
182,1.300887047799967
183,1.8032319637570087
184,-1.0115046974050195
185,-2.310301691722609
186,-3.3300206991815973
187,-3.161969233655718
188,-1.6031194032608362
189,-24.22766195089143
190,-1.8296871362413434
191,2.57407948337101
192,-1.0534015479435377
193,-1.3073303807442613
194,-24.22548815850104
195,1.7819680410971612
196,-0.8294785545066183
197,-2.590934922576106
198,2.6045448676127574
199,-1.4579611334752904
200,2.8636966750811137
201,-0.18091855204187723
202,-0.13409145658830912
203,1.3421359077826622
204,4.445171523778939
205,1.0527180771814884
206,-3.2159120329690944
207,-0.5569675012393311
208,0.43460290690804726
209,4.633807399309248
210,3.4409322300044636
211,3.370235053453559
212,-0.8294785545066183
213,2.598092908822487
214,-2.167641590834535
215,0.7476240751504104
216,-0.10483441260393889
217,-0.10161313822776386
218,-3.3641417372912645
219,-3.1219601631284526
220,1.7170748933109348
221,2.211686477248266
222,-0.40219067986419965
223,-5.472133272691089
224,-0.2236451997654445
225,-12.229023086761865
226,0.020510920578720615
227,-0.07281988009314766
228,4.574131929121842
229,3.753295218096783
230,0.3966561175938006
231,-2.0461877984920793
232,1.3012595707614558
233,3.9804481879115166
234,3.9529859604088706
235,0.3966561175938006
236,1.5500597895210362
237,-1.2342608155347996
238,-0.5843178670142164
239,-0.10979852470401141
240,1.8724115554591911
241,6.46507318200652
242,1.519781539373401
243,1.2842083491189662
244,-2.889663325387927
245,6.026031471287858
246,3.7739574893466
247,0.5797269479525697
248,-4.060477369111492
249,1.9051619692616484
250,-1.2165820753427372
251,-3.5728198800931477
252,0.6081409455521865
253,0.7535933903188923
254,-6.450869554683905
255,1.7692438772464545
256,-7.252779836280478
257,0.5198455124905603
258,1.0573087778246038
259,-0.16655030542724347
260,0.023957489346599914
261,-1.1379565528424918
262,4.632654547023835
263,2.7944153893018253
264,3.6740612316628853
265,-3.161969233655718
266,-2.5619020969828146
267,3.7333967211978276
268,4.766025287684018
269,-5.354505055901529
270,-1.797153306233592
271,1.7934202921112465
272,2.36727531189727
273,3.0337487008915627
274,-9.955805680661296
275,3.847786759860144
276,1.9051619692616484
277,-1.2937300485671486
278,3.303275983362532
279,2.3666730388193127
280,0.7443863975738125
281,2.061971543710488
282,-3.5728198800931477
283,0.1706102371245546
284,0.6633866663257697
285,3.8712892109387074
286,-4.278754420979169
287,-0.13260841060520168
288,4.556771881746913
289,0.7954842602114347
290,4.185470006555173
291,0.6924199199305807
292,0.46930544889833126
293,4.94591928518032
294,-0.7987054541988083
295,4.9988804219529115
296,-0.9063353813150359
297,-8.642492061184386
298,-2.6204703565104985
299,0.01315426930408492
300,-0.5529881332618585
301,-0.6126651588737229
302,5.335996238023213
303,-4.054858958272092
304,-0.846390731524723
305,2.0239574893466
306,3.882720749011339
307,3.3685824034197545
308,6.439157663610796
309,-1.545218445659588
310,0.08710149899446051
311,1.1555580605900309
312,-4.323586977287832
313,5.383571617927492
314,3.8189542176435616
315,-3.5728198800931477
316,-3.318352211305071
317,4.353462082803336
318,3.5304495405176297
319,3.0121028816688664
320,-1.7362913785435587
321,-12.754612107588823
322,-0.6032603050656329
323,2.256180939325299
324,1.5459756399918057
325,-1.7595218826358803
326,-0.8294785545066183
327,-11.044055738229575
328,-3.161969233655718
329,0.05062619127332546
330,1.4971664223633034
331,-3.7435227998027703
332,1.5977772685467668
333,1.8299288081677307
334,1.9051619692616484
335,6.011837984563449
336,3.763349949897478
337,-1.3547354845342063
338,4.052081589103265
339,2.6078260936234656
340,4.41974102985094
341,-4.031410253654933
342,0.509431771862797
343,2.5743390723282342
344,0.44210404383366164
345,-0.45402436000819435
346,5.15891906086177
347,8.257237316916061
348,0.33744292512866814
349,2.3462340623992564
350,-0.7709672896222983
351,-5.888341898730644
352,2.2906725745374494
353,1.7358208370888022
354,-1.7935923723545142
355,-0.7358206994130576
356,3.7345691106456087
357,-9.353026350752886
358,-1.0468140092621283
359,3.3712892109387074
360,1.954226362441693
361,1.3067210317927334
362,4.5752335638979655
363,1.2149350588641505
364,-0.7590787351949864
365,-0.10286630653995132
366,-3.434272907819782
367,-6.072819880093148
368,2.2033889138898637
369,0.9609314278676164
370,-0.4696213445813573
371,1.3841310725589846
372,-0.9315138790493425
373,1.8434453093156726
374,9.423677243235062
375,2.8749362683730695
376,2.5849124115705173
377,0.5758202857616403
378,-6.402044962280016
379,-6.9331271056365456
380,0.8344381751989349
381,-1.2560732445050782
382,4.438248281029736
383,0.2585445613993693
384,3.520381715620026
385,1.2765954677650875
386,1.8421359077826622
387,-0.8162221764871891
388,-0.4631486260847524
389,-22.37232033117136
390,-9.716635375663536
391,6.092760580266937
392,-5.19329271851872
393,-1.5191610327575384
394,4.5413608055750245
395,1.1965984520564623
396,0.5210089648271659
397,-3.817249007775331
398,-3.6247017970466935
399,-2.9540243600081943
400,7.942430700577628
401,-8.364141737291265
402,3.8712892109387074
403,-2.354128416172296
404,-2.7136335508233067
405,1.7665689272153875
406,-0.8460520221264871
407,6.289499641356315
408,4.0763455216429545
409,2.559295572730923
410,1.4073627726064366
411,-1.520986199949153
412,4.5556526827724095
413,0.5459756399918057
414,2.2047498675111576
415,3.922565285490073
416,2.0239574893466
417,-0.47694971752604687
418,-0.06877593042642882
419,-0.06791172306485294
420,2.7947976277290003
421,-1.1030741369480488
422,0.05037537834526873
423,1.600825110540967
424,5.406468446901316
425,2.9795616032503656
426,-6.860462933316098
427,5.204616757894897
428,2.8204050124174413
429,0.023957489346599914
430,-2.454108032280635
431,-2.7642416572791078
432,-14.22548815850104
433,2.215928864573728
434,0.9609314278676164
435,4.37220913088823
436,-0.8126587000450005
437,-1.1922454416474082
438,2.2641731760065245
439,2.7406001566255274
440,0.12184356309106725
441,3.9570620528228115
442,-0.7357963419424465
443,0.3966561175938006
444,3.746248672196252
445,1.922265748049532
446,7.338297897021356
447,7.430651109642984
448,0.5797269479525697
449,-1.3060789610319592
450,-0.9252997781570773
451,-3.9540243600081943
452,0.4353239830982547
453,4.978880760032263
454,-2.0722985932239544
455,0.08953510768476391
456,0.6695199693119189
457,1.5459756399918057
458,-3.0020605734532566
459,-1.5328094858294943
460,-6.579083773903138
461,6.223647658640461
462,-4.380172894250855
463,1.2186766399185718
464,2.5909165594376287
465,-0.8294785545066183
466,3.646112701527221
467,2.0491304888683146
468,2.5747002218429227
469,-8.006088686006361
470,-14.360462933316098
471,10.62350680478822
472,1.78728668941723
473,0.5797269479525697
474,8.246388632243782
475,-35.10052672033842
476,2.1445544298125245
477,-0.7393030988803986
478,3.0660083615106792
479,-0.1578245322048808
480,0.5643733868482448
481,1.163508637292182
482,-2.9472632378279116
483,0.5797269479525697
484,2.6045844276252126
485,-2.9540243600081943
486,6.754870390263633
487,5.097780568353109
488,-0.3511205127729866
489,1.2765954677650875
490,1.9051619692616484
491,-2.5138941614794525
492,-1.6802179887280384
493,4.3696493309279205
494,2.578804322858254
495,3.4509105573733674
496,-1.735936443857895
497,-0.7564151621544788
498,-1.3002048875435435
499,0.023957489346599914
500,4.732635632148485
501,3.7739574893466
502,-1.9728156082944572
503,-3.6857992924970056
504,-0.9343226654284358
505,1.8421359077826622
506,-0.7935153729640039
507,-1.693611006998088
508,0.3966561175938006
509,-0.20973044266105934
510,-0.8208372338832781
511,-1.3498655427968425
512,2.244175459683774
513,-0.5937584427046794
514,1.7333757165856163
515,0.6317532855573038
516,8.96569095044289
517,0.44913115148944716
518,1.4165640624608518
519,5.089793152025646
520,0.9332860690183118
521,-2.8334359375391482
522,1.9209178259150512
523,-13.976828957208252
524,2.517644585350766
525,0.28520868963518176
526,2.0239574893466
527,1.2765954677650875
528,3.581809072787985
529,1.0527180771814884
530,0.5303012428819338
531,1.5797269479525697
532,-8.426784335083745
533,3.3991984185845965
534,3.348989447320177
535,0.209801006322742
536,-8.030824715316827
537,-4.976979379961648
538,5.416098982989849
539,1.9051619692616484
540,3.1601924651415523
541,0.3673799029867606
542,1.2961938229493555
543,-13.776234315262124
544,4.646540032389078
545,1.7692438772464545
546,-4.088849369803793
547,3.4455267787556174
548,1.7448306067205337
549,-2.9540243600081943
550,1.2765954677650875
551,4.1319497893890365
552,3.912725693733522
553,0.09281307607718503
554,-0.35636631034036537
555,-8.838873669114673
556,7.657122760424576
557,-0.618914435649665
558,-0.6736912354711251
559,-1.9709766275321963
560,-3.686588674068453
561,5.187911761396329
562,-0.20973044266105934
563,3.951876589204865
564,4.487451058432951
565,0.9908632245557296
566,-6.365307732020405
567,-0.10161313822776386
568,3.848847990688398
569,-6.454024360008194
570,5.081111726151612
571,-1.610625827902922
572,-0.976979379961648
573,-3.161969233655718
574,-0.3371905109069253
575,2.0239574893466
576,2.6432146212812953
577,10.977063578797667
578,-3.5728198800931477
579,1.145416140064925
580,5.338120781693904
581,-5.638923387265557
582,-0.8294785545066183
583,-2.9721394024911527
584,-30.63676592962894
585,1.9886742865783802
586,4.794330373240221
587,-4.806078961031959
588,4.811306399298704
589,0.2657391844652004
590,-5.095120693402222
591,-1.7595218826358803
592,2.637083363114794
593,3.1120985400435544
594,2.0239574893466
595,-10.448420868525783
596,4.722267989965177
597,-7.796062187544296
598,-1.6872834409470059
599,1.9946837752393627
600,1.9958829311887278
601,-4.640678589041939
602,3.9983978347401727
603,-5.072819880093148
604,2.5002195306087387
605,0.09256864443399238
606,2.7109314278676164
607,-1.099931516235804
608,-3.0459876121497462
609,1.9154538975843884
610,2.9384248162368385
611,1.9051619692616484
612,-1.2056490601477914
613,5.358942169254609
614,0.35741814591905197
615,1.5918356543197234
616,-1.0115046974050195
617,-6.403569242070205
618,-3.8314114834619613
619,5.275976296394289
620,-3.048243821746331
621,-0.15096994420748722
622,4.354584427625213
623,2.757520416963402
624,2.6747186359145374
625,2.510899458419237
626,1.935006615031483
627,1.7745118414989598
628,-2.38545305112957
629,3.959026259684526
630,-2.4760425106534
631,-5.608180940527426
632,2.0764511527980627
633,1.216635322271788
634,1.7310928647328954
635,-8.47048153161279
636,-10.035603641587635
637,4.148251861698066
638,2.0239574893466
639,0.49252928802502804
640,1.757520416963402
641,6.955157815215571
642,-6.450942041803078
643,3.4308339542985173
644,-20.092602263277723
645,-14.306771750983433
646,1.9981158942522974
647,2.1246584452794863
648,-6.72548815850104
649,1.0921131153571864
650,-5.561761162143901
651,-6.600418430771804
652,-2.257470711974972
653,0.023957489346599914
654,2.607161089291589
655,3.8712892109387074
656,4.502149953204141
657,0.6810867820977826
658,4.288072176079584
659,-4.3126587000450005
660,2.2466900896566733
661,1.5239574893466
662,-2.341237564311932
663,-4.571768492457929
664,-0.40896615238547085
665,-2.2891950376120622
666,6.099971398100381
667,1.914779534711334
668,4.6491984185845965
669,0.5797269479525697
670,-30.805384194153405
671,1.0818764372956142
672,0.9549973220639938
673,-1.6182615104361453
674,7.0074769525158835
675,2.5304495405176297
676,-10.848609004187011
677,-9.34094299733998
678,1.9038248146058177
679,1.3421359077826622
680,-11.460074645642802
681,1.5650157848146726
682,2.2320943026833504
683,4.30376976540512
684,-5.919000407628495
685,2.4883900193557107
686,1.013834087165021
687,5.2928603653826904
688,0.16774821888596136
689,-14.668545861897677
690,0.27959134168728283
691,-0.5351953485618122
692,0.7373834318686363
693,1.3710834360579947
694,2.0200659403291095
695,-0.3778742552799397
696,2.8512778224695796
697,-6.835228839923241
698,1.9679718614335453
699,-2.4662777707959957
700,4.906082209502183
701,3.8799809563443084
702,-4.860195515087879
703,-0.35980977806016945
704,-10.371235343765003
705,-2.773260262440587
706,-4.617332842159682
707,0.2843113279100331
708,-11.801407489898988
709,-2.173772131565805
710,0.6810867820977826
711,-2.360620157657502
712,0.781605009178028
713,-1.5722985932239544
714,1.271409232232683
715,-1.0834281364136515
716,8.658761882505047
717,3.0482245281507794
718,0.27959134168728283
719,1.5279441748494138
720,0.7166048402207537
721,0.38212796671327
722,-12.571939835617957
723,1.7692438772464545
724,1.2765954677650875
725,-3.4760425106534
726,-0.32615974046601615
727,-5.960371773393588
728,1.9051619692616484
729,1.9051619692616484
730,-0.04050120632724585
731,-6.088813713539061
732,1.8160083615106792
733,-2.8692105856724393
734,-3.757071788276445
735,-3.6624233722992248
736,0.8480658462037809
737,5.37386952383757
738,3.342216179199971
739,2.1351335468318435
740,1.0200659403291095
741,-35.805384194153405
742,-6.08765249359322
743,-1.6066926384160887
744,2.9080673288115673
745,0.3068305152648598
746,1.5556526827724095
747,-15.206776365067597
748,-0.8294785545066183
749,1.9594987936727541
750,-1.1706162285646808
751,4.402173884729761
752,-1.2718576680637135
753,-2.410256278559766
754,5.939970580910915
755,0.49252928802502804
756,-11.516810015699155
757,3.606733168262515
758,-2.5084588454728802
759,2.7909176654938754
760,-7.087917560764934
761,16.18076077305962
762,3.458320961180302
763,-1.6872834409470059
764,3.8712892109387074
765,1.1258646973567625
766,4.078017876303399
767,-3.514326007472457
768,-1.315477387734827
769,-5.943223909815609
770,-0.5444100446788056
771,1.2641793005869424
772,-5.12074773040105
773,5.175802564085565
774,3.3712892109387074
775,-9.430965027671963
776,0.12184356309106725
777,2.1514519809324053
778,5.684588826414739
779,-0.4889888983336448
780,-1.4579611334752904
781,-0.23157443132843447
782,1.126016174529024
783,-9.200752129190574
784,-0.20973044266105934
785,2.192491015028139
786,-1.7422955264106674
787,0.8093411694893575
788,5.589285587356953
789,-6.801407489898988
790,0.2401765269646159
791,3.7871030566694674
792,6.373361766508701
793,-8.311689248552637
794,-0.30363822261538065
795,2.496835356956499
796,-3.6568625973799698
797,-1.545218445659588
798,0.5791792399367939
799,0.4073220612015831
800,-16.764967877459537
801,-3.450587107117414
802,-1.5348528278699334
803,1.9740743797805145
804,10.01795841771908
805,1.7304697682705434
806,1.9311657124352477
807,3.757358791094699
808,4.951026764201222
809,-16.090048533507968
810,5.688098964745617
811,-3.637277724420123
812,-0.08103731637872613
813,-1.6125303674276612
814,2.636142727770169
815,4.923677243235062
816,-2.9540243600081943
817,8.382443460210164
818,1.2753519293089957
819,1.683117818925524
820,-1.2695302317294566
821,-7.411723988474931
822,0.9609314278676164
823,0.49252928802502804
824,1.9160989829898494
825,1.3721257447200603
826,-0.3770896264899264
827,5.048135913064437
828,0.5797269479525697
829,-0.38972530892899115
830,1.7206007773837833
831,0.5643733868482448
832,2.7109314278676164
833,-2.4762552556957242
834,0.35067585455657113
835,-6.4521982174155355
836,-5.6958778872449525
837,-1.1379565528424918
838,3.022199956127052
839,-0.9721394024911527
840,5.279639931469486
841,1.8568946408495854
842,5.926623489678928
843,-4.806078961031959
844,5.557043801114688
845,1.9267095756605812
846,6.0961440566697185
847,4.354584427625213
848,-4.831788864645528
849,1.2549382478551223
850,1.9051619692616484
851,0.7055899553211944
852,5.763232038455284
853,-0.7590787351949864
854,0.9070830984737022
855,-0.8871562505458339
856,-0.8972692280042196
857,1.9051619692616484
858,2.9793880580088414
859,-3.5728198800931477
860,-0.4819084573965746
861,0.7041225323293165
862,-1.496648110315899
863,1.359434603260972
864,2.7109314278676164
865,-12.661870831425203
866,-1.7155434047901394
867,4.388424816236839
868,3.645560610080608
869,5.1601886953712945
870,0.33931081965005205
871,7.333388340062662
872,-0.835228839923241
873,2.1687597456658594
874,-1.1933637815578653
875,-0.6522227314532332
876,2.0239574893466
877,-2.487140932826616
878,9.83827601152507
879,0.8631819176587658
880,4.083056432910805
881,-0.7590787351949864
882,2.6102182799658937
883,0.46717396366022257
884,2.814643090603038
885,-3.161969233655718
886,1.8972950817697285
887,3.3727456344421665
888,-6.619775589631946
889,1.760592001558658
890,-2.0440557382295754
891,1.2765954677650875
892,0.5643733868482448
893,-1.7681119088087431
894,0.4472128414257259
895,0.1494080769015067
896,1.7692438772464545
897,1.4146790114179755
898,-0.2721384235866502
899,0.658376698660355
900,1.622539703426046
901,-0.07281988009314766
902,2.49870707219673
903,-5.516064748089171
904,4.957485805336441
905,3.746248672196252
906,-1.6117519050615412
907,1.5239574893466
908,1.935006615031483
909,-2.140726362550928
910,-3.0728198800931477
911,-0.3253714142287123
912,-1.0548589582720922
913,-9.80607896103196
914,2.84800468043818
915,2.7109314278676164
916,-1.0115046974050195
917,-1.9130584340061851
918,1.3033843464996906
919,-0.7985016393994258
920,-2.2635507312829297
921,-11.437798043716821
922,1.9051619692616484
923,-0.45402436000819435
924,-0.5109694264614877
925,4.40647720019723
926,-4.005073598804655
927,6.580738313362893
928,-2.4830856493641216
929,0.33741493486616037
930,1.7134867512833285
931,1.7154351133140935
932,3.7739574893466
933,-9.06022866492264
934,1.2728712802724171
935,1.7692438772464545
936,7.797031854739361
937,0.9609314278676164
938,-1.545218445659588
939,2.039762953942194
940,1.8729489879464953
941,0.7055899553211944
942,-2.590934922576106
943,-1.3060789610319592
944,8.252062585087373
945,1.8536869017565252
946,3.6256981770378456
947,2.632761301460553
948,2.0239574893466
949,2.0239574893466
950,5.888601997967951
951,1.0842401108211703
952,1.642753009431555
953,-0.8362988188477516
954,0.023957489346599914
955,2.326150802279633
956,1.2165652802082985
957,-0.5642669390456714
958,6.490621839332215
959,6.326308764528875
960,0.49252928802502804
961,2.0239574893466
962,-1.3547354845342063
963,-0.45402436000819435
964,4.354584427625213
965,7.805109111726168
966,-1.5191610327575384
967,4.06470937815876
968,3.45684111903733
969,2.258763021295998
970,4.520013284579708
971,0.78632931498095
972,-1.4598375326726938
973,-1.6347643675138137
974,-3.5728198800931477
975,0.6387921889259474
976,1.9242223688787217
977,-5.625655022026059
978,-3.9061369020675833
979,11.393542594507286
980,-0.20973044266105934
981,1.7692438772464545
982,1.117120683659408
983,-2.3355295414442807
984,-0.9063353813150359
985,-8.572819880093148
986,-0.4979260352580841
987,-0.8163209723617992
988,1.0178531670854873
989,2.8414550901506246
990,-3.5259707770712057
991,-13.110627755782819
992,-0.7263744178052551
993,-0.3731297107992866
994,-0.590934922576106
995,2.3757437081524806
996,7.805109111726168
997,0.2528897821821374
998,-1.9047459326588232
999,-6.235164649511459
1000,-3.161969233655718
1001,-8.195536065466637
1002,-16.482626875348767
1003,-2.687881501150894
1004,-4.766468692756218
1005,3.050349350502918
1006,3.707817712488298
1007,0.2932446741015289
1008,-1.545218445659588
1009,1.227901842305858
1010,-5.649474249747261
1011,-0.9545639161671033
1012,6.387345228203163
1013,-3.161969233655718
1014,2.1593114531167306
1015,4.584407246765103
1016,0.9022134447422143
1017,0.869753452122497
1018,-2.9906987113358774
1019,-5.057115481309744
1020,-0.4760425106534001
1021,-1.756786475141137
1022,-0.25640073811342745
1023,-0.26858305705207286
1024,0.2389177672650007
1025,6.888724896878449
1026,3.478644574802181
1027,3.7671013731963017
1028,-2.976979379961648
1029,0.6478575037725562
1030,2.7972307902969913
1031,-12.954173115512647
1032,0.17052144549338166
1033,-0.48468033111121933
1034,2.776334188756479
1035,1.2395389420680942
1036,-0.8294785545066183
1037,-0.07281988009314766
1038,-0.40195072262579146
1039,-10.887293165921406
1040,1.4012704202441562
1041,0.023957489346599914
1042,-1.6197755896319457
1043,0.9609314278676164
1044,-0.41984775500726546
1045,0.006208083097185124
1046,3.6932958603805712
1047,1.995248075435292
1048,-0.0019012929670516598
1049,-1.659063225798917
1050,-9.4022385976711
1051,-1.3153970930919527
1052,1.683206791280777
1053,-7.83321551746311
1054,3.722006124876806
1055,6.466069398395248
1056,2.8790218608950013
1057,7.029946150281159
1058,3.2875079732599506
1059,4.618375554751342
1060,-0.07281988009314766
1061,-6.846417424104816
1062,1.876016174529024
1063,1.8712892109387074
1064,0.6196607206913223
1065,1.7692438772464545
1066,-7.700441690933143
1067,-3.715375049070702
1068,2.7109314278676164
1069,0.5490386500358095
1070,-2.590934922576106
1071,3.5907614024893215
1072,-1.1386742721794363
1073,3.341678524435909
1074,4.401575117994476
1075,3.5914557313330633
1076,1.642753009431555
1077,1.2682239670992956
1078,-1.3439306118580117
1079,3.989593039352574
1080,0.043727860209859415
1081,4.5618109304821495
1082,3.698495162895247
1083,3.6890102460280154
1084,-2.9061369020675833
1085,6.648500944717986
1086,-0.41984775500726546
1087,-3.0289817565812314
1088,0.956873926764148
1089,-1.6287107890612926
1090,-1.3967846688962737
1091,-0.06734223777414083
1092,4.293724435951132
1093,-4.7536491933284175
1094,3.8712892109387074
1095,9.364683253765813
1096,7.667680157632185
1097,-3.3178132532048963
1098,-2.4351164924467525
1099,0.42356230966138053
1100,2.953627520160005
1101,-1.9540243600081943
1102,-2.454108032280635
1103,1.7746197771674197
1104,4.7739574893466
1105,1.5527001424851008
1106,1.7422327486892648
1107,2.0239574893466
1108,3.2992478708094257
1109,-0.14340265953581088
1110,-1.9709766275321963
1111,5.638724896878449
1112,-17.514211092459743
1113,1.4300820551980458
1114,-1.3547354845342063
1115,1.9051619692616484
1116,-2.140726362550928
1117,-0.7893309599652394
1118,1.2141235367693453
1119,1.0527180771814884
1120,-0.306238626947378
1121,0.023957489346599914
1122,-3.5728198800931477
1123,2.4343269613263683
1124,3.011774600628799
1125,1.3230429299670625
1126,1.8228085654247987
1127,-7.984656939102548
1128,4.142145559718287
1129,0.4591963445001568
1130,1.099760334887856
1131,2.5387431485865726
1132,0.5643733868482448
1133,1.1770239098851771
1134,0.5239574893465999
1135,-0.7022236564986031
1136,2.1684863820627047
1137,0.5874721600035251
1138,4.661029486521665
1139,8.35143115223344
1140,-4.329478554506618
1141,-2.944797479573243
1142,1.435006615031483
1143,3.382306265915087
1144,-1.7595218826358803
1145,-1.6445147874479158
1146,2.064373386848245
1147,3.1273653258018257
1148,4.409521699550593
1149,-4.571768492457929
1150,-4.557224613244872
1151,0.9681460459088616
1152,1.1473520536472552
1153,1.217052298367637
1154,3.3064729889438116
1155,1.8712892109387074
1156,-0.5015288507710256
1157,1.1152640424941813
1158,-0.4256145245938523
1159,-1.5328094858294943
1160,-0.1578245322048808
1161,-10.99047605059072
1162,-0.5529881332618585
1163,-0.5191610327575384
1164,2.2159655948911094
1165,-2.1066926384160887
1166,1.9958149691190998
1167,3.9158225477119766
1168,0.631085564350335
1169,-3.999946465136091
1170,7.039087193625486
1171,-1.2533438824061998
1172,-5.816495101756287
1173,2.0239574893466
1174,4.221749726366017
1175,-0.008172784794989951
1176,-0.5446576240730536
1177,5.574390473277438
1178,0.7443863975738125
1179,1.4577614258550913
1180,-0.8294785545066183
1181,-0.07281988009314766
1182,5.058302709472178
1183,0.49273985956470767
1184,0.30379307634365205
1185,-1.4031337043622578
1186,0.8163991219957438
1187,-3.9540243600081943
1188,-2.140726362550928
1189,-3.5728198800931477
1190,-2.2172405869274936
1191,-4.857020919456154
1192,-3.161969233655718
1193,1.9051619692616484
1194,-3.257470711974972
1195,0.08720638508918377
1196,6.080738313362893
1197,6.2334065917707875
1198,-5.415402792450095
1199,-14.73261323230233
1200,0.24283729688829325
1201,-4.976255255695724
1202,1.8636394051887475
1203,-0.2721384235866502
1204,0.023957489346599914
1205,-6.058872900133064
1206,1.1541551026307575
1207,-2.140726362550928
1208,-0.45402436000819435
1209,-3.1219601631284526
1210,-12.378156436908933
1211,7.2913608055750245
1212,2.684884866479047
1213,0.3303340741836047
1214,6.319599711557284
1215,-1.1379565528424918
1216,6.369292028955501
1217,-0.43511649244675255
1218,2.88212796671327
1219,1.1482850455790086
1220,-2.567685333830278
1221,1.5673179881224764
1222,-3.406945548356008
1223,2.02724858592423
1224,-8.030824715316827
1225,-20.004350494739228
1226,2.411867702607921
1227,0.018845448622470506
1228,1.9164336277686829
1229,3.435006615031483
1230,1.1795384111345237
1231,7.514380804757719
1232,-8.572819880093148
1233,-2.2879939998735894
1234,11.34551711318673
1235,0.47901380005084704
1236,5.275249658187276
1237,1.7519045984869646
1238,7.429340392979485
1239,5.156020168091995
1240,1.9051619692616484
1241,5.988269420340405
1242,5.048135913064437
1243,-11.196430260755015
1244,1.9650392653825213
1245,4.193271238442599
1246,-2.140726362550928
1247,2.0239574893466
1248,1.471184061794153
1249,3.441947370964618
